Skip?,Status,city,lat,lng,radius,query
No,,Los Angeles,33.85714923338188,-118.05353797412914,6000,Boutique Cosmetics Store
No,,Los Angeles,33.80253501872881,-118.01556781102738,6000,Boutique Cosmetics Store
No,,Los Angeles,33.80253501872881,-117.93962748482389,6000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.920693584981066,-118.21310166048653,13000,Boutique Cosmetics Store
No,,Los Angeles,33.920693584981066,-118.13710474183816,6000,Boutique Cosmetics Store
No,,Los Angeles,33.97530779963414,-118.17510320116234,6000,Boutique Cosmetics Store
No,,Los Angeles,33.97530779963414,-118.25110011981072,6000,Boutique Cosmetics Store
No,,Los Angeles,33.920693584981066,-118.2890985791349,6000,Boutique Cosmetics Store
No,,Los Angeles,33.866079370327995,-118.25110011981072,6000,Boutique Cosmetics Store
No,,Los Angeles,33.866079370327995,-118.17510320116234,6000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.7936048817827,-118.21310166048653,13000,Boutique Cosmetics Store
No,,Los Angeles,33.7936048817827,-118.13721774923697,6000,Boutique Cosmetics Store
No,,Los Angeles,33.84821909643577,-118.17515970486176,6000,Boutique Cosmetics Store
No,,Los Angeles,33.84821909643577,-118.2510436161113,6000,Boutique Cosmetics Store
No,,Los Angeles,33.7936048817827,-118.28898557173609,6000,Boutique Cosmetics Store
No,,Los Angeles,33.73899066712963,-118.2510436161113,6000,Boutique Cosmetics Store
No,,Los Angeles,33.73899066712963,-118.17515970486176,6000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.75433231270132,-118.06755217623692,13000,Boutique Cosmetics Store
No,,Los Angeles,33.75433231270132,-117.99170304283399,6000,Boutique Cosmetics Store
No,,Los Angeles,33.808946527354394,-118.02962760953545,6000,Boutique Cosmetics Store
No,,Los Angeles,33.808946527354394,-118.10547674293838,6000,Boutique Cosmetics Store
No,,Los Angeles,33.75433231270132,-118.14340130963984,6000,Boutique Cosmetics Store
No,,Los Angeles,33.69971809804825,-118.10547674293838,6000,Boutique Cosmetics Store
No,,Los Angeles,33.69971809804825,-118.02962760953545,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.7749,-121.9976851095361,13000,Boutique Cosmetics Store
No,,San Francisco,37.7749,-121.91790121134024,6000,Boutique Cosmetics Store
No,,San Francisco,37.829514214653074,-121.95779316043817,6000,Boutique Cosmetics Store
No,,San Francisco,37.829514214653074,-122.03757705863404,6000,Boutique Cosmetics Store
No,,San Francisco,37.7749,-122.07746900773198,6000,Boutique Cosmetics Store
No,,San Francisco,37.72028578534693,-122.03757705863404,6000,Boutique Cosmetics Store
No,,San Francisco,37.72028578534693,-121.95779316043817,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.87771692068056,-122.09219251143759,13000,Boutique Cosmetics Store
No,,San Francisco,37.87771692068056,-122.01229737502528,6000,Boutique Cosmetics Store
No,,San Francisco,37.932331135333634,-122.05224494323144,6000,Boutique Cosmetics Store
No,,San Francisco,37.932331135333634,-122.13214007964373,6000,Boutique Cosmetics Store
No,,San Francisco,37.87771692068056,-122.17208764784989,6000,Boutique Cosmetics Store
No,,San Francisco,37.82310270602749,-122.13214007964373,6000,Boutique Cosmetics Store
No,,San Francisco,37.82310270602749,-122.05224494323144,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.838444351599186,-122.24510869990263,13000,Boutique Cosmetics Store
No,,San Francisco,37.838444351599186,-122.16525611965604,6000,Boutique Cosmetics Store
No,,San Francisco,37.89305856625226,-122.20518240977934,6000,Boutique Cosmetics Store
No,,San Francisco,37.89305856625226,-122.28503499002592,6000,Boutique Cosmetics Store
No,,San Francisco,37.838444351599186,-122.32496128014922,6000,Boutique Cosmetics Store
No,,San Francisco,37.783830136946115,-122.28503499002592,6000,Boutique Cosmetics Store
No,,San Francisco,37.783830136946115,-122.20518240977934,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.71135564840082,-122.24510869990263,13000,Boutique Cosmetics Store
No,,San Francisco,37.71135564840082,-122.1653932677442,6000,Boutique Cosmetics Store
No,,San Francisco,37.76596986305389,-122.2052509838234,6000,Boutique Cosmetics Store
No,,San Francisco,37.76596986305389,-122.28496641598186,6000,Boutique Cosmetics Store
No,,San Francisco,37.71135564840082,-122.32482413206107,6000,Boutique Cosmetics Store
No,,San Francisco,37.65674143374775,-122.28496641598186,6000,Boutique Cosmetics Store
No,,San Francisco,37.65674143374775,-122.2052509838234,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.67208307931944,-122.09219251143759,13000,Boutique Cosmetics Store
No,,San Francisco,37.67208307931944,-122.0125192859267,6000,Boutique Cosmetics Store
No,,San Francisco,37.726697293972514,-122.05235589868215,6000,Boutique Cosmetics Store
No,,San Francisco,37.726697293972514,-122.13202912419302,6000,Boutique Cosmetics Store
No,,San Francisco,37.67208307931944,-122.17186573694848,6000,Boutique Cosmetics Store
No,,San Francisco,37.61746886466637,-122.13202912419302,6000,Boutique Cosmetics Store
No,,San Francisco,37.61746886466637,-122.05235589868215,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.96995076661812,-122.1397937672452,13000,Boutique Cosmetics Store
No,,San Francisco,37.96995076661812,-122.05979835875893,6000,Boutique Cosmetics Store
No,,San Francisco,38.02456498127119,-122.09979606300206,6000,Boutique Cosmetics Store
No,,San Francisco,38.02456498127119,-122.17979147148833,6000,Boutique Cosmetics Store
No,,San Francisco,37.96995076661812,-122.21978917573146,6000,Boutique Cosmetics Store
No,,San Francisco,37.91533655196505,-122.17979147148833,6000,Boutique Cosmetics Store
No,,San Francisco,37.91533655196505,-122.09979606300206,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,38.07276768729868,-122.23455171203156,13000,Boutique Cosmetics Store
No,,San Francisco,38.07276768729868,-122.15444398397378,6000,Boutique Cosmetics Store
No,,San Francisco,38.12738190195175,-122.19449784800267,6000,Boutique Cosmetics Store
No,,San Francisco,38.12738190195175,-122.27460557606045,6000,Boutique Cosmetics Store
No,,San Francisco,38.07276768729868,-122.31465944008934,6000,Boutique Cosmetics Store
No,,San Francisco,38.01815347264561,-122.27460557606045,6000,Boutique Cosmetics Store
No,,San Francisco,38.01815347264561,-122.19449784800267,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,38.0334951182173,-122.38787328739998,13000,Boutique Cosmetics Store
No,,San Francisco,38.0334951182173,-122.3078085292456,6000,Boutique Cosmetics Store
No,,San Francisco,38.088109332870374,-122.3478409083228,6000,Boutique Cosmetics Store
No,,San Francisco,38.088109332870374,-122.42790566647717,6000,Boutique Cosmetics Store
No,,San Francisco,38.0334951182173,-122.46793804555436,6000,Boutique Cosmetics Store
No,,San Francisco,37.97888090356423,-122.42790566647717,6000,Boutique Cosmetics Store
No,,San Francisco,37.97888090356423,-122.3478409083228,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.906406415018935,-122.38787328739998,13000,Boutique Cosmetics Store
No,,San Francisco,37.906406415018935,-122.30794701032362,6000,Boutique Cosmetics Store
No,,San Francisco,37.96102062967201,-122.3479101488618,6000,Boutique Cosmetics Store
No,,San Francisco,37.96102062967201,-122.42783642593817,6000,Boutique Cosmetics Store
No,,San Francisco,37.906406415018935,-122.46779956447635,6000,Boutique Cosmetics Store
No,,San Francisco,37.851792200365864,-122.42783642593817,6000,Boutique Cosmetics Store
No,,San Francisco,37.851792200365864,-122.3479101488618,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.96995076661812,-122.42473626080188,13000,Boutique Cosmetics Store
No,,San Francisco,37.96995076661812,-122.34474085231561,6000,Boutique Cosmetics Store
No,,San Francisco,38.02456498127119,-122.38473855655874,6000,Boutique Cosmetics Store
No,,San Francisco,38.02456498127119,-122.46473396504501,6000,Boutique Cosmetics Store
No,,San Francisco,37.96995076661812,-122.50473166928815,6000,Boutique Cosmetics Store
No,,San Francisco,37.91533655196505,-122.46473396504501,6000,Boutique Cosmetics Store
No,,San Francisco,37.91533655196505,-122.38473855655874,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,38.07276768729868,-122.51949420558824,13000,Boutique Cosmetics Store
No,,San Francisco,38.07276768729868,-122.43938647753046,6000,Boutique Cosmetics Store
No,,San Francisco,38.12738190195175,-122.47944034155935,6000,Boutique Cosmetics Store
No,,San Francisco,38.12738190195175,-122.55954806961714,6000,Boutique Cosmetics Store
No,,San Francisco,38.07276768729868,-122.59960193364603,6000,Boutique Cosmetics Store
No,,San Francisco,38.01815347264561,-122.55954806961714,6000,Boutique Cosmetics Store
No,,San Francisco,38.01815347264561,-122.47944034155935,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,38.0334951182173,-122.67281578095667,13000,Boutique Cosmetics Store
No,,San Francisco,38.0334951182173,-122.59275102280229,6000,Boutique Cosmetics Store
No,,San Francisco,38.088109332870374,-122.63278340187948,6000,Boutique Cosmetics Store
No,,San Francisco,38.088109332870374,-122.71284816003386,6000,Boutique Cosmetics Store
No,,San Francisco,38.0334951182173,-122.75288053911105,6000,Boutique Cosmetics Store
No,,San Francisco,37.97888090356423,-122.71284816003386,6000,Boutique Cosmetics Store
No,,San Francisco,37.97888090356423,-122.63278340187948,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.86713384593756,-122.51949420558824,13000,Boutique Cosmetics Store
No,,San Francisco,37.86713384593756,-122.43961054526471,6000,Boutique Cosmetics Store
No,,San Francisco,37.92174806059063,-122.47955237542648,6000,Boutique Cosmetics Store
No,,San Francisco,37.92174806059063,-122.55943603575001,6000,Boutique Cosmetics Store
No,,San Francisco,37.86713384593756,-122.59937786591178,6000,Boutique Cosmetics Store
No,,San Francisco,37.81251963128449,-122.55943603575001,6000,Boutique Cosmetics Store
No,,San Francisco,37.81251963128449,-122.47955237542648,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.7749,-122.56757009664948,13000,Boutique Cosmetics Store
No,,San Francisco,37.7749,-122.4877861984536,6000,Boutique Cosmetics Store
No,,San Francisco,37.829514214653074,-122.52767814755154,6000,Boutique Cosmetics Store
No,,San Francisco,37.829514214653074,-122.60746204574741,6000,Boutique Cosmetics Store
No,,San Francisco,37.7749,-122.64735399484535,6000,Boutique Cosmetics Store
No,,San Francisco,37.72028578534693,-122.60746204574741,6000,Boutique Cosmetics Store
No,,San Francisco,37.72028578534693,-122.52767814755154,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.71135564840082,-122.814993687016,13000,Boutique Cosmetics Store
No,,San Francisco,37.71135564840082,-122.73527825485756,6000,Boutique Cosmetics Store
No,,San Francisco,37.76596986305389,-122.77513597093677,6000,Boutique Cosmetics Store
No,,San Francisco,37.76596986305389,-122.85485140309522,6000,Boutique Cosmetics Store
No,,San Francisco,37.71135564840082,-122.89470911917444,6000,Boutique Cosmetics Store
No,,San Francisco,37.65674143374775,-122.85485140309522,6000,Boutique Cosmetics Store
No,,San Francisco,37.65674143374775,-122.77513597093677,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.579849233381886,-122.42545794986549,13000,Boutique Cosmetics Store
No,,San Francisco,37.579849233381886,-122.34588352666633,6000,Boutique Cosmetics Store
No,,San Francisco,37.63446344803496,-122.38567073826592,6000,Boutique Cosmetics Store
No,,San Francisco,37.63446344803496,-122.46524516146506,6000,Boutique Cosmetics Store
No,,San Francisco,37.579849233381886,-122.50503237306465,6000,Boutique Cosmetics Store
No,,San Francisco,37.525235018728814,-122.46524516146506,6000,Boutique Cosmetics Store
No,,San Francisco,37.525235018728814,-122.38567073826592,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.477032312701326,-122.51971721977355,13000,Boutique Cosmetics Store
No,,San Francisco,37.477032312701326,-122.44025240479971,6000,Boutique Cosmetics Store
No,,San Francisco,37.5316465273544,-122.47998481228663,6000,Boutique Cosmetics Store
No,,San Francisco,37.5316465273544,-122.55944962726048,6000,Boutique Cosmetics Store
No,,San Francisco,37.477032312701326,-122.5991820347474,6000,Boutique Cosmetics Store
No,,San Francisco,37.422418098048254,-122.55944962726048,6000,Boutique Cosmetics Store
No,,San Francisco,37.422418098048254,-122.47998481228663,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.579849233381886,-122.1405154563088,13000,Boutique Cosmetics Store
No,,San Francisco,37.579849233381886,-122.06094103310964,6000,Boutique Cosmetics Store
No,,San Francisco,37.63446344803496,-122.10072824470923,6000,Boutique Cosmetics Store
No,,San Francisco,37.63446344803496,-122.18030266790838,6000,Boutique Cosmetics Store
No,,San Francisco,37.579849233381886,-122.22008987950797,6000,Boutique Cosmetics Store
No,,San Francisco,37.525235018728814,-122.18030266790838,6000,Boutique Cosmetics Store
No,,San Francisco,37.525235018728814,-122.10072824470923,6000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.477032312701326,-122.23477472621687,13000,Boutique Cosmetics Store
No,,San Francisco,37.477032312701326,-122.15530991124302,6000,Boutique Cosmetics Store
No,,San Francisco,37.5316465273544,-122.19504231872995,6000,Boutique Cosmetics Store
No,,San Francisco,37.5316465273544,-122.27450713370379,6000,Boutique Cosmetics Store
No,,San Francisco,37.477032312701326,-122.31423954119072,6000,Boutique Cosmetics Store
No,,San Francisco,37.422418098048254,-122.27450713370379,6000,Boutique Cosmetics Store
No,,San Francisco,37.422418098048254,-122.19504231872995,6000,Boutique Cosmetics Store
